ID,착과량(int)
TEST_0000,245.25458418112746
TEST_0001,750.9290378948756
TEST_0002,150.19368988955316
TEST_0003,444.0529769996097
TEST_0004,689.7934139405755
TEST_0005,283.9629866887807
TEST_0006,75.118129839744
TEST_0007,26.517319571055452
TEST_0008,355.77929210094766
TEST_0009,234.4557415380187
TEST_0010,575.595665910413
TEST_0011,750.5746601235728
TEST_0012,446.97529921997295
TEST_0013,379.3361920647566
TEST_0014,79.78704958813049
TEST_0015,145.97568219058027
TEST_0016,463.5724921820445
TEST_0017,406.491200569579
TEST_0018,246.0797325631306
TEST_0019,580.8885005669979
TEST_0020,247.75967192813633
TEST_0021,350.3285475097679
TEST_0022,448.6129482121584
TEST_0023,251.8652585039284
TEST_0024,154.70491749373957
TEST_0025,642.1366391736077
TEST_0026,172.65465466021035
TEST_0027,750.9409701957384
TEST_0028,635.5243073050062
TEST_0029,451.829761815318
TEST_0030,33.234356892567945
TEST_0031,584.2551581815252
TEST_0032,653.1176017034635
TEST_0033,547.9009443449214
TEST_0034,554.7487984517217
TEST_0035,349.0528580769492
TEST_0036,249.49978364813748
TEST_0037,661.2020371790957
TEST_0038,20.279499236872578
TEST_0039,449.71708035794427
TEST_0040,375.5856029278437
TEST_0041,154.37037951964444
TEST_0042,741.8866120027412
TEST_0043,87.4401319893659
TEST_0044,595.908138880322
TEST_0045,341.5891072952917
TEST_0046,748.7715697998981
TEST_0047,472.51460689101407
TEST_0048,356.15564638085834
TEST_0049,460.6000243781574
TEST_0050,541.3031018574143
TEST_0051,645.0392871875094
TEST_0052,410.21338102327485
TEST_0053,450.6844675784337
TEST_0054,364.0317356891485
TEST_0055,161.50689320037424
TEST_0056,749.4968076804337
TEST_0057,541.780642688863
TEST_0058,568.5590413057611
TEST_0059,540.9072018809733
TEST_0060,443.5926776066941
TEST_0061,55.31105379601677
TEST_0062,557.7792324775187
TEST_0063,350.9810095242056
TEST_0064,522.8621459906245
TEST_0065,341.18363402407005
TEST_0066,449.280241920359
TEST_0067,448.0775389524612
TEST_0068,149.67066750020848
TEST_0069,683.582255480734
TEST_0070,765.7919833977072
