ID,착과량(int)
TEST_0000,239.18222
TEST_0001,750.0683
TEST_0002,165.84468
TEST_0003,467.09943
TEST_0004,709.1725
TEST_0005,293.7459
TEST_0006,54.536648
TEST_0007,45.06481
TEST_0008,353.37537
TEST_0009,211.86407
TEST_0010,580.8933
TEST_0011,738.7042
TEST_0012,455.73834
TEST_0013,393.58844
TEST_0014,65.197
TEST_0015,143.02136
TEST_0016,496.85754
TEST_0017,417.03424
TEST_0018,243.22406
TEST_0019,556.28357
TEST_0020,210.50311
TEST_0021,356.35028
TEST_0022,457.8914
TEST_0023,230.11162
TEST_0024,142.50807
TEST_0025,644.63007
TEST_0026,170.21194
TEST_0027,759.70734
TEST_0028,661.2129
TEST_0029,461.76242
TEST_0030,48.53845
TEST_0031,579.1715
TEST_0032,666.53656
TEST_0033,543.3726
TEST_0034,558.6796
TEST_0035,350.6601
TEST_0036,239.37158
TEST_0037,671.9302
TEST_0038,27.689137
TEST_0039,428.11426
TEST_0040,369.3386
TEST_0041,150.64511
TEST_0042,751.19836
TEST_0043,110.610405
TEST_0044,594.4333
TEST_0045,336.07687
TEST_0046,734.9512
TEST_0047,478.68787
TEST_0048,368.29782
TEST_0049,459.83325
TEST_0050,576.7493
TEST_0051,648.5249
TEST_0052,412.45502
TEST_0053,451.4516
TEST_0054,358.21823
TEST_0055,151.16386
TEST_0056,761.5911
TEST_0057,527.62506
TEST_0058,549.0005
TEST_0059,530.2957
TEST_0060,441.29758
TEST_0061,32.36758
TEST_0062,565.0584
TEST_0063,347.0004
TEST_0064,523.5172
TEST_0065,368.30078
TEST_0066,448.7362
TEST_0067,443.20374
TEST_0068,149.8464
TEST_0069,708.63477
TEST_0070,753.066
TEST_0071,738.0797
TEST_0072,655.62164
TEST_0073,274.46555
TEST_0074,147.3083
TEST_0075,249.69794
TEST_0076,149.53078
TEST_0077,655.3569
TEST_0078,742.1126
TEST_0079,365.5387
TEST_0080,267.7619
TEST_0081,28.475393
TEST_0082,71.773834
TEST_0083,630.5256
TEST_0084,644.41455
TEST_0085,480.249
TEST_0086,219.62068
