ID,착과량(int)
TEST_0000,243.43424146907077
TEST_0001,760.7766763286204
TEST_0002,147.00229636403714
TEST_0003,436.83382828010525
TEST_0004,720.1396405734781
TEST_0005,324.96576195054905
TEST_0006,128.24944356523028
TEST_0007,25.696166922485144
TEST_0008,378.9875592008748
TEST_0009,254.93133286309416
TEST_0010,565.6521480353621
TEST_0011,751.6931263974075
TEST_0012,450.63465638001423
TEST_0013,445.6663462120052
TEST_0014,165.26348659966837
TEST_0015,149.38630499708532
TEST_0016,462.6978099045334
TEST_0017,439.83726438674256
TEST_0018,250.55493080544633
TEST_0019,568.4088029351444
TEST_0020,253.43583502408205
TEST_0021,354.0177016598539
TEST_0022,432.2401357667533
TEST_0023,256.1207347960831
TEST_0024,203.07832510056355
TEST_0025,671.1605249628345
TEST_0026,186.67578023923966
TEST_0027,758.8285825396617
TEST_0028,660.0220553494628
TEST_0029,448.6533466589676
TEST_0030,20.90857357973868
TEST_0031,589.2625724326508
TEST_0032,662.2126285558656
TEST_0033,566.8773276419257
TEST_0034,557.7625322298736
TEST_0035,362.6453436699003
TEST_0036,248.9394459165213
TEST_0037,661.7952954593375
TEST_0038,23.196178950422862
TEST_0039,452.80973883679536
TEST_0040,435.6643361607845
TEST_0041,162.2598165235934
TEST_0042,756.024987503712
TEST_0043,137.3114805357466
TEST_0044,604.9815784505133
TEST_0045,362.04765610378377
TEST_0046,749.5239981815564
TEST_0047,464.3483671251576
TEST_0048,382.55948466404385
TEST_0049,446.42055951259454
TEST_0050,539.5095597167133
TEST_0051,667.8970093326631
TEST_0052,461.14486454201784
TEST_0053,435.90812582515406
TEST_0054,435.5903038003778
TEST_0055,233.18700283717578
TEST_0056,764.1019881327769
TEST_0057,533.7866970169694
TEST_0058,577.6847830376261
TEST_0059,550.1606009707073
TEST_0060,437.32007898102466
TEST_0061,77.30468980922335
TEST_0062,556.2308053288226
TEST_0063,369.7247419596509
TEST_0064,525.5889104763656
TEST_0065,374.84076217521
TEST_0066,441.98294272348323
TEST_0067,452.29605169028224
TEST_0068,160.56432023442747
TEST_0069,718.9728930987197
TEST_0070,754.5906058631078
TEST_0071,776.0608085435946
TEST_0072,652.3835463658787
TEST_0073,307.0158746817638
TEST_0074,206.03563441595298
TEST_0075,257.7935854004677
TEST_0076,155.40450855894488
TEST_0077,668.5901299175447
TEST_0078,759.2818044658185
TEST_0079,346.51202990054713
TEST_0080,262.0327174236408
TEST_0081,63.6265979060515
TEST_0082,98.44145976027268
TEST_0083,630.4265795916025
TEST_0084,641.7170275583226
TEST_0085,514.6108784744247
TEST_0086,271.9044675068137
TEST_0087,361.3899519733544
TEST_0088,95.40841399619175
TEST_0089,190.90471390568845
TEST_0090,32.51658728067033
TEST_0091,461.8636201779465
TEST_0092,550.2115640480855
TEST_0093,543.1993831387357
TEST_0094,551.5124141873199
TEST_0095,369.9084549540741
TEST_0096,264.2294858310815
TEST_0097,292.27136544773634
TEST_0098,252.6120525272794
TEST_0099,650.9380301551596
TEST_0100,728.7399495473356
TEST_0101,270.9361423177978
TEST_0102,455.7064263013538
TEST_0103,576.3682228879247
TEST_0104,263.97106809295707
TEST_0105,758.2309777530927
TEST_0106,163.6743006222758
TEST_0107,110.0390230678264
TEST_0108,448.0700675247052
TEST_0109,250.54155359429788
TEST_0110,666.1106642682367
TEST_0111,338.7878905325291
TEST_0112,568.2353335643304
TEST_0113,455.4213120241882
TEST_0114,723.1426436518219
TEST_0115,142.09504931058788
TEST_0116,695.8735345183848
TEST_0117,657.7016960717489
TEST_0118,349.3057605010866
TEST_0119,476.7440379651851
TEST_0120,150.96804652758954
TEST_0121,444.1815590735936
TEST_0122,341.101931522383
TEST_0123,559.1918626851541
TEST_0124,770.3728674176489
TEST_0125,560.5798925007988
TEST_0126,330.29620762108203
TEST_0127,549.7917009593248
TEST_0128,537.1117324069617
TEST_0129,374.77390776173826
TEST_0130,97.15664755626528
TEST_0131,256.364558662391
TEST_0132,461.88176145512114
TEST_0133,356.83891979382594
TEST_0134,165.9723136433037
TEST_0135,256.7058515503358
TEST_0136,759.7054839938952
TEST_0137,314.07457470299136
TEST_0138,156.12072957705908
TEST_0139,556.1860503977178
TEST_0140,766.6059272655675
TEST_0141,759.1155137830369
TEST_0142,250.23819614626385
TEST_0143,439.19334840023816
TEST_0144,24.633202030002025
TEST_0145,554.8757730843449
TEST_0146,266.57558581238754
TEST_0147,244.01649231780013
TEST_0148,131.93386517775318
TEST_0149,441.4599556378952
TEST_0150,575.6484979101479
TEST_0151,655.1658746744132
TEST_0152,762.2955516615915
TEST_0153,245.06726755064582
TEST_0154,540.1911598745926
TEST_0155,750.3345616241355
TEST_0156,511.4099475853128
TEST_0157,363.0804987929661
TEST_0158,147.93965632846638
TEST_0159,303.8144692570295
TEST_0160,540.8636166335478
TEST_0161,262.37854244090465
TEST_0162,252.8461574652335
TEST_0163,34.702982657017635
TEST_0164,554.0018354682924
TEST_0165,551.8131227744514
TEST_0166,624.8480488354958
TEST_0167,632.0696673644492
TEST_0168,558.7333157338526
TEST_0169,384.0920211467401
TEST_0170,659.8290016459184
TEST_0171,540.1078708289494
TEST_0172,438.499885986623
TEST_0173,305.50418134987126
TEST_0174,748.2370679498606
TEST_0175,150.00613952177275
