ID,착과량(int)
TEST_0000,137.10008
TEST_0001,413.59744
TEST_0002,84.969635
TEST_0003,247.72942
TEST_0004,377.8811
TEST_0005,152.6433
TEST_0006,24.738106
TEST_0007,24.738106
TEST_0008,200.85472
TEST_0009,135.27272
TEST_0010,307.76328
TEST_0011,413.59744
TEST_0012,247.92244
TEST_0013,202.63123
TEST_0014,43.94032
TEST_0015,79.119125
TEST_0016,250.57054
TEST_0017,228.13264
TEST_0018,137.44012
TEST_0019,319.91534
TEST_0020,136.77437
TEST_0021,190.97942
TEST_0022,247.8231
TEST_0023,137.8579
TEST_0024,87.96966
TEST_0025,358.67346
TEST_0026,84.474075
TEST_0027,413.59744
TEST_0028,355.70303
TEST_0029,248.01613
TEST_0030,24.738106
TEST_0031,320.9902
TEST_0032,359.4722
TEST_0033,302.53183
TEST_0034,307.77582
TEST_0035,196.41895
TEST_0036,137.74605
TEST_0037,356.60904
TEST_0038,24.738106
TEST_0039,248.01613
TEST_0040,202.63123
TEST_0041,84.09526
TEST_0042,413.59744
TEST_0043,51.297028
TEST_0044,331.05774
TEST_0045,190.7859
TEST_0046,413.59744
TEST_0047,250.57054
TEST_0048,196.81685
TEST_0049,248.01613
TEST_0050,302.87476
TEST_0051,358.5662
TEST_0052,228.6826
TEST_0053,250.47685
TEST_0054,201.70901
TEST_0055,88.15914
TEST_0056,413.59744
TEST_0057,299.78806
TEST_0058,309.8478
TEST_0059,302.53183
TEST_0060,247.72942
TEST_0061,24.738106
TEST_0062,299.78806
TEST_0063,192.23708
TEST_0064,298.6182
TEST_0065,194.37334
TEST_0066,249.9989
TEST_0067,247.8231
TEST_0068,86.78975
TEST_0069,377.6115
TEST_0070,413.59744
TEST_0071,413.59744
TEST_0072,357.28934
TEST_0073,139.82484
TEST_0074,87.75116
TEST_0075,136.9663
TEST_0076,84.68855
TEST_0077,358.01788
TEST_0078,413.59744
TEST_0079,190.97942
TEST_0080,138.14827
TEST_0081,24.738106
TEST_0082,24.738106
TEST_0083,357.37045
TEST_0084,355.70303
TEST_0085,278.65234
TEST_0086,138.52538
TEST_0087,192.56459
TEST_0088,25.131252
TEST_0089,86.91663
TEST_0090,24.738106
TEST_0091,202.04897
TEST_0092,299.78806
TEST_0093,299.78806
TEST_0094,299.78806
TEST_0095,190.97942
TEST_0096,139.52846
TEST_0097,137.55894
TEST_0098,135.06165
TEST_0099,355.70303
TEST_0100,390.419
TEST_0101,137.57182
TEST_0102,247.72942
TEST_0103,307.4296
TEST_0104,117.932365
TEST_0105,413.59744
TEST_0106,79.59679
TEST_0107,24.738106
TEST_0108,250.57054
TEST_0109,136.98126
TEST_0110,358.01788
TEST_0111,189.2124
TEST_0112,309.97296
TEST_0113,250.47685
TEST_0114,381.48975
TEST_0115,84.80296
TEST_0116,359.34576
TEST_0117,358.7999
TEST_0118,190.97942
TEST_0119,250.57054
TEST_0120,86.02265
TEST_0121,250.57054
TEST_0122,190.71214
TEST_0123,299.78806
TEST_0124,413.59744
TEST_0125,305.92236
TEST_0126,152.6433
TEST_0127,308.31506
TEST_0128,299.78806
TEST_0129,193.62527
TEST_0130,24.738106
TEST_0131,135.62988
TEST_0132,250.57054
TEST_0133,192.83186
TEST_0134,59.993286
TEST_0135,137.55626
TEST_0136,413.59744
TEST_0137,152.75945
TEST_0138,82.39746
TEST_0139,302.87476
TEST_0140,413.59744
TEST_0141,413.59744
TEST_0142,135.4802
TEST_0143,247.8231
TEST_0144,24.738106
TEST_0145,308.31506
TEST_0146,136.91246
TEST_0147,103.33537
TEST_0148,79.31569
TEST_0149,228.87561
TEST_0150,309.8478
TEST_0151,358.01788
TEST_0152,413.59744
TEST_0153,87.673965
TEST_0154,299.78806
TEST_0155,413.59744
TEST_0156,292.3774
TEST_0157,189.2124
TEST_0158,86.85943
TEST_0159,137.55894
TEST_0160,299.78806
TEST_0161,138.88338
TEST_0162,116.28632
TEST_0163,24.738106
TEST_0164,301.02463
TEST_0165,307.4296
TEST_0166,351.18332
TEST_0167,358.01788
TEST_0168,308.31506
TEST_0169,196.3795
TEST_0170,358.9239
TEST_0171,299.78806
TEST_0172,250.57054
TEST_0173,138.52538
TEST_0174,413.59744
TEST_0175,79.188805
TEST_0176,138.28479
TEST_0177,201.70901
TEST_0178,87.89998
TEST_0179,191.05318
TEST_0180,138.18365
TEST_0181,193.62527
TEST_0182,250.47685
TEST_0183,135.82025
TEST_0184,413.59744
TEST_0185,299.78806
TEST_0186,190.71214
TEST_0187,359.34576
TEST_0188,355.70303
TEST_0189,136.98126
TEST_0190,358.67346
TEST_0191,84.77307
TEST_0192,199.24612
TEST_0193,358.59875
TEST_0194,358.01788
TEST_0195,413.59744
TEST_0196,137.93373
TEST_0197,60.06297
TEST_0198,137.10008
TEST_0199,24.738106
TEST_0200,80.762634
TEST_0201,190.97942
TEST_0202,136.77437
TEST_0203,87.14052
TEST_0204,247.8231
TEST_0205,192.23708
TEST_0206,24.738106
TEST_0207,167.3903
TEST_0208,140.2837
TEST_0209,250.57054
TEST_0210,248.01613
TEST_0211,88.20727
TEST_0212,136.98059
TEST_0213,307.64133
TEST_0214,190.71214
TEST_0215,24.738106
TEST_0216,413.59744
TEST_0217,85.629814
TEST_0218,250.57054
TEST_0219,247.92244
TEST_0220,86.416595
TEST_0221,192.56459
TEST_0222,309.8478
TEST_0223,137.37866
TEST_0224,301.02463
TEST_0225,247.8231
TEST_0226,299.78806
TEST_0227,24.738106
TEST_0228,357.1693
TEST_0229,202.04897
TEST_0230,247.72942
TEST_0231,357.1693
TEST_0232,248.23016
TEST_0233,88.12387
TEST_0234,201.11423
TEST_0235,247.72942
TEST_0236,247.8231
TEST_0237,192.23708
TEST_0238,78.51486
TEST_0239,358.07532
TEST_0240,353.84253
TEST_0241,190.97942
TEST_0242,153.75385
TEST_0243,86.78975
TEST_0244,358.7999
TEST_0245,154.4625
TEST_0246,190.97942
TEST_0247,250.47685
TEST_0248,353.84253
TEST_0249,377.6115
TEST_0250,136.75941
TEST_0251,24.738106
TEST_0252,358.01788
TEST_0253,191.30693
TEST_0254,78.33234
TEST_0255,193.22978
TEST_0256,139.83792
TEST_0257,139.37906
TEST_0258,138.14827
TEST_0259,24.738106
TEST_0260,299.78806
TEST_0261,87.2674
TEST_0262,192.56459
TEST_0263,190.97942
TEST_0264,24.738106
TEST_0265,114.61811
TEST_0266,228.6826
