ID,착과량(int)
TEST_0000,238.61224
TEST_0001,734.71106
TEST_0002,153.54857
TEST_0003,431.95877
TEST_0004,668.4287
TEST_0005,270.07468
TEST_0006,59.025757
TEST_0007,39.501797
TEST_0008,350.21887
TEST_0009,228.55855
TEST_0010,546.64795
TEST_0011,733.5827
TEST_0012,437.24185
TEST_0013,375.56274
TEST_0014,62.868633
TEST_0015,140.65125
TEST_0016,448.20853
TEST_0017,396.90536
TEST_0018,240.70111
TEST_0019,562.8331
TEST_0020,241.92506
TEST_0021,335.59937
TEST_0022,436.00354
TEST_0023,248.55223
TEST_0024,156.27908
TEST_0025,634.9819
TEST_0026,155.06723
TEST_0027,734.9843
TEST_0028,621.6658
TEST_0029,446.21783
TEST_0030,35.93962
TEST_0031,574.5872
TEST_0032,640.7702
TEST_0033,532.5955
TEST_0034,545.4452
TEST_0035,345.17648
TEST_0036,248.33101
TEST_0037,632.7684
TEST_0038,36.294933
TEST_0039,439.9368
TEST_0040,369.9224
TEST_0041,149.29797
TEST_0042,726.48987
TEST_0043,85.5392
TEST_0044,584.99615
TEST_0045,333.4079
TEST_0046,733.8006
TEST_0047,457.87305
TEST_0048,343.3231
TEST_0049,441.8082
TEST_0050,530.3005
TEST_0051,629.2723
TEST_0052,399.95038
TEST_0053,442.09412
TEST_0054,361.32443
TEST_0055,158.54555
TEST_0056,730.2713
TEST_0057,527.907
TEST_0058,551.27075
TEST_0059,528.43353
TEST_0060,435.06268
TEST_0061,42.226566
TEST_0062,530.3517
TEST_0063,341.1747
TEST_0064,514.0695
TEST_0065,338.53436
TEST_0066,444.59592
TEST_0067,441.28583
TEST_0068,142.58452
TEST_0069,666.9692
TEST_0070,731.9082
TEST_0071,730.90686
TEST_0072,632.57416
TEST_0073,246.64099
TEST_0074,150.80815
TEST_0075,243.44484
TEST_0076,154.39047
TEST_0077,631.1831
TEST_0078,732.8255
TEST_0079,340.98303
TEST_0080,251.60524
TEST_0081,39.605442
TEST_0082,44.90663
TEST_0083,628.5834
TEST_0084,615.77704
TEST_0085,483.77585
TEST_0086,241.63654
TEST_0087,338.4428
TEST_0088,51.47603
TEST_0089,144.59666
TEST_0090,40.300755
TEST_0091,375.11465
TEST_0092,526.79755
TEST_0093,531.4427
TEST_0094,527.9342
TEST_0095,340.02832
TEST_0096,244.97794
TEST_0097,241.856
TEST_0098,227.49443
TEST_0099,620.6692
TEST_0100,700.60034
TEST_0101,248.61188
TEST_0102,433.52646
TEST_0103,538.4103
TEST_0104,222.78261
TEST_0105,731.4564
TEST_0106,148.84457
TEST_0107,48.99744
TEST_0108,444.47223
TEST_0109,237.05878
TEST_0110,625.6555
TEST_0111,320.402
TEST_0112,560.40564
TEST_0113,439.99985
TEST_0114,682.5817
TEST_0115,145.4473
TEST_0116,642.55664
TEST_0117,639.309
TEST_0118,339.97095
TEST_0119,450.7505
TEST_0120,149.35803
TEST_0121,442.91107
TEST_0122,331.27463
TEST_0123,532.0618
TEST_0124,728.9626
TEST_0125,537.8855
TEST_0126,272.59476
TEST_0127,548.685
TEST_0128,526.08026
TEST_0129,344.6225
TEST_0130,44.9208
TEST_0131,236.81873
TEST_0132,451.19092
TEST_0133,338.202
TEST_0134,109.15541
TEST_0135,240.62717
TEST_0136,725.99225
TEST_0137,268.2288
TEST_0138,149.34776
TEST_0139,532.52814
TEST_0140,740.42053
TEST_0141,736.3383
TEST_0142,237.28194
TEST_0143,437.54047
TEST_0144,40.862514
TEST_0145,544.3587
TEST_0146,240.72096
TEST_0147,170.22957
TEST_0148,142.60408
TEST_0149,399.83728
TEST_0150,553.6591
TEST_0151,625.23065
TEST_0152,735.2801
TEST_0153,157.6786
TEST_0154,530.23206
TEST_0155,726.1293
TEST_0156,503.77557
TEST_0157,328.17487
TEST_0158,144.21715
TEST_0159,241.78185
TEST_0160,527.8841
TEST_0161,248.78203
TEST_0162,206.4636
TEST_0163,40.12101
TEST_0164,532.8101
TEST_0165,537.66724
TEST_0166,591.56104
TEST_0167,629.5933
TEST_0168,542.41364
TEST_0169,348.09253
TEST_0170,645.188
TEST_0171,533.8117
TEST_0172,449.6415
TEST_0173,242.29442
TEST_0174,732.8819
TEST_0175,143.45924
TEST_0176,254.27733
TEST_0177,351.16373
TEST_0178,153.41858
TEST_0179,341.66528
TEST_0180,248.23936
TEST_0181,344.16293
TEST_0182,440.548
TEST_0183,238.50113
TEST_0184,733.4254
TEST_0185,529.2365
TEST_0186,332.05115
TEST_0187,634.6862
TEST_0188,623.62616
TEST_0189,239.78918
TEST_0190,636.60693
TEST_0191,151.90784
TEST_0192,345.7571
TEST_0193,633.8941
TEST_0194,627.90546
TEST_0195,727.5721
TEST_0196,252.24382
TEST_0197,111.629135
TEST_0198,239.95975
TEST_0199,38.59934
TEST_0200,147.86923
TEST_0201,334.7188
TEST_0202,242.95593
TEST_0203,144.36647
TEST_0204,439.96274
TEST_0205,340.2378
TEST_0206,40.645756
TEST_0207,300.9838
TEST_0208,259.44217
TEST_0209,444.443
TEST_0210,443.35822
TEST_0211,164.33965
TEST_0212,240.5628
TEST_0213,546.2658
TEST_0214,336.01862
TEST_0215,39.459274
TEST_0216,734.00104
TEST_0217,147.85669
TEST_0218,444.1118
TEST_0219,433.95056
TEST_0220,155.98056
TEST_0221,334.96503
TEST_0222,547.6037
TEST_0223,246.08414
TEST_0224,530.5938
TEST_0225,439.39508
TEST_0226,530.64606
TEST_0227,43.43675
TEST_0228,626.0754
TEST_0229,359.0728
TEST_0230,433.42816
TEST_0231,619.97003
TEST_0232,437.01614
TEST_0233,155.37039
TEST_0234,358.83847
TEST_0235,432.16025
TEST_0236,434.85983
TEST_0237,343.1278
TEST_0238,135.7618
TEST_0239,636.08594
TEST_0240,603.24347
TEST_0241,343.51587
TEST_0242,275.5599
TEST_0243,145.34355
TEST_0244,634.54047
TEST_0245,279.00937
TEST_0246,339.42654
TEST_0247,437.7711
TEST_0248,613.20807
TEST_0249,670.1315
TEST_0250,236.28561
TEST_0251,39.71992
TEST_0252,626.9194
TEST_0253,336.07516
TEST_0254,140.16705
TEST_0255,340.1514
TEST_0256,252.16849
TEST_0257,253.51495
TEST_0258,250.18253
TEST_0259,41.490597
TEST_0260,530.08276
TEST_0261,146.42119
TEST_0262,337.69604
