ID,착과량(int)
TEST_0000,234.60234872488058
TEST_0001,740.3850351400489
TEST_0002,159.03172557977288
TEST_0003,446.2959889768541
TEST_0004,701.8147996036847
TEST_0005,299.7458697482595
TEST_0006,72.66430362158796
TEST_0007,2.8560855428708654
TEST_0008,359.5051016162457
TEST_0009,212.21819058056337
TEST_0010,582.6702447763565
TEST_0011,737.261298736222
TEST_0012,443.48914457952003
TEST_0013,381.12657889481665
TEST_0014,48.30492580370507
TEST_0015,147.9902659447642
TEST_0016,494.14663482486696
TEST_0017,420.6360085293677
TEST_0018,252.34156718825002
TEST_0019,557.8707854020768
TEST_0020,202.09326993047924
TEST_0021,352.8463742096382
TEST_0022,458.34590172024014
TEST_0023,229.33509456430025
TEST_0024,154.99267359801402
TEST_0025,650.9294410214152
TEST_0026,179.47178480278643
TEST_0027,771.6540708454926
TEST_0028,668.0770829773929
TEST_0029,459.43363993239365
TEST_0030,23.81651787570802
TEST_0031,574.7522337741029
TEST_0032,679.5634362396571
TEST_0033,562.8261316044885
TEST_0034,559.158349686057
TEST_0035,353.43393180431764
TEST_0036,224.25708216966314
TEST_0037,666.1661287350192
TEST_0038,30.947906055601084
TEST_0039,409.2424915371229
TEST_0040,353.092239535076
TEST_0041,151.4550068930993
TEST_0042,753.5549689450285
TEST_0043,79.32722476671657
TEST_0044,591.5621706426017
TEST_0045,345.5894338944766
TEST_0046,751.1932353013766
TEST_0047,486.8222343905457
TEST_0048,368.9745705491658
TEST_0049,466.2342518336816
TEST_0050,569.4615255025615
TEST_0051,657.3387406686741
TEST_0052,422.9283644295323
TEST_0053,453.5209474244471
TEST_0054,365.2186577444955
TEST_0055,149.86784888729275
TEST_0056,771.8401786328219
TEST_0057,530.084186640574
TEST_0058,549.1393896750274
TEST_0059,537.8332957282389
TEST_0060,432.073318206611
TEST_0061,36.10289752821848
TEST_0062,561.8222519691013
TEST_0063,344.82600447077556
TEST_0064,520.6706512054951
TEST_0065,352.11687225093254
TEST_0066,434.72914787872514
TEST_0067,446.10366145424547
TEST_0068,162.07565901947638
TEST_0069,692.5020509567563
TEST_0070,750.5897304603255
TEST_0071,751.4953453825694
TEST_0072,651.9077724991865
TEST_0073,278.2889558112763
TEST_0074,128.30604196296665
TEST_0075,263.85966226237196
TEST_0076,138.96334817667923
TEST_0077,648.0800040615493
TEST_0078,751.2462335236895
TEST_0079,355.8968751273234
TEST_0080,276.961623668235
TEST_0081,25.721215915065876
TEST_0082,79.22100257901062
TEST_0083,641.3650396782945
TEST_0084,619.7234943860142
TEST_0085,494.6982103568628
TEST_0086,234.61921054584158
TEST_0087,326.3749296395334
TEST_0088,3.980837779306413
TEST_0089,127.84778709529198
TEST_0090,19.171041478654352
TEST_0091,364.2565786951258
TEST_0092,518.8907337599171
TEST_0093,543.2218002912786
TEST_0094,545.0278225513754
TEST_0095,377.78594902272033
TEST_0096,233.64493582303334
TEST_0097,251.03997056094732
TEST_0098,219.31459242485818
TEST_0099,618.8826623434355
TEST_0100,697.767854497017
TEST_0101,259.8466901045254
TEST_0102,455.0529608767414
TEST_0103,577.1513772032537
TEST_0104,184.74874519435883
TEST_0105,740.0299768165954
TEST_0106,166.7421051746521
TEST_0107,81.3736677098178
TEST_0108,435.6813240123762
TEST_0109,256.1701806923589
TEST_0110,634.0740515645351
TEST_0111,302.82196141428795
TEST_0112,562.4002144948528
TEST_0113,429.24752859434165
TEST_0114,678.9953964539795
TEST_0115,157.63289811130144
TEST_0116,697.4958566748156
TEST_0117,631.9065500733268
TEST_0118,338.3100444806831
TEST_0119,465.31619424537035
TEST_0120,149.9871155274438
TEST_0121,460.3742898950659
TEST_0122,330.2690625936165
TEST_0123,553.767758712221
TEST_0124,735.9930445758946
TEST_0125,570.2471969250001
TEST_0126,258.48338070565507
TEST_0127,568.7178569900988
TEST_0128,520.8380205387787
TEST_0129,367.3643532201089
TEST_0130,60.142088519591034
TEST_0131,231.36237451455537
TEST_0132,441.79558027083846
TEST_0133,318.690246630541
TEST_0134,101.14581659863653
TEST_0135,245.4617323632809
TEST_0136,748.3760339671642
TEST_0137,283.3732091906614
TEST_0138,165.7379846880138
TEST_0139,533.0779729826079
TEST_0140,746.8003476132889
TEST_0141,762.7163281853774
TEST_0142,253.51045961592118
TEST_0143,443.0597638771266
TEST_0144,47.59722289510412
TEST_0145,566.6095742894149
TEST_0146,261.07869325208526
TEST_0147,166.13063091187757
TEST_0148,176.63470353072296
TEST_0149,426.6298153232551
TEST_0150,595.4111162646775
TEST_0151,663.8694073754186
TEST_0152,757.7931853650779
TEST_0153,190.01416897965763
TEST_0154,504.1965465010679
TEST_0155,722.9455512494995
TEST_0156,473.6717544419799
TEST_0157,337.07023895144226
TEST_0158,152.83149647522373
TEST_0159,244.54109063725627
TEST_0160,522.8853981948549
TEST_0161,271.47244070510294
TEST_0162,243.8790536407918
TEST_0163,54.62118455222316
TEST_0164,540.1273001383856
TEST_0165,523.7845765535599
TEST_0166,556.4972154866321
TEST_0167,625.431197799595
TEST_0168,558.1776343820607
TEST_0169,366.35539502663755
TEST_0170,643.2212889832819
TEST_0171,495.1199378357761
TEST_0172,458.2280856616574
TEST_0173,256.25555963102624
TEST_0174,782.5421850783481
TEST_0175,154.4957527437871
TEST_0176,272.1810305818902
TEST_0177,346.50372754382147
TEST_0178,136.5788766766399
TEST_0179,332.24712576493744
TEST_0180,266.55506401126246
TEST_0181,344.41404729147024
TEST_0182,454.1502349224151
TEST_0183,250.17153823970114
TEST_0184,776.250857459401
TEST_0185,564.3957718649059
TEST_0186,332.5154696889462
TEST_0187,654.6275747913353
TEST_0188,607.9858692198817
TEST_0189,246.48254442426418
TEST_0190,649.3068825952136
TEST_0191,175.27704934420328
TEST_0192,337.7587270184131
TEST_0193,649.0071407480136
TEST_0194,620.5394570048296
TEST_0195,743.0143539571964
TEST_0196,292.52814917876447
