ID,착과량(int)
TEST_0000,235.07823
TEST_0001,732.1499
TEST_0002,152.02654
TEST_0003,422.42673
TEST_0004,673.2048
TEST_0005,282.04593
TEST_0006,72.482056
TEST_0007,37.428066
TEST_0008,353.59695
TEST_0009,229.97
TEST_0010,549.4845
TEST_0011,731.6098
TEST_0012,439.10715
TEST_0013,394.86252
TEST_0014,65.38645
TEST_0015,122.1048
TEST_0016,446.80176
TEST_0017,379.4458
TEST_0018,238.76314
TEST_0019,571.83704
TEST_0020,240.00923
TEST_0021,333.86963
TEST_0022,436.2133
TEST_0023,250.71841
TEST_0024,157.1343
TEST_0025,630.63165
TEST_0026,162.72162
TEST_0027,734.50543
TEST_0028,613.95575
TEST_0029,443.3907
TEST_0030,36.27833
TEST_0031,580.7688
TEST_0032,642.9592
TEST_0033,535.62415
TEST_0034,544.48785
TEST_0035,345.7402
TEST_0036,246.89922
TEST_0037,623.5293
TEST_0038,41.46464
TEST_0039,449.07516
TEST_0040,388.47256
TEST_0041,152.98692
TEST_0042,727.2344
TEST_0043,79.86859
TEST_0044,586.65106
TEST_0045,331.14252
TEST_0046,731.6098
TEST_0047,457.63345
TEST_0048,336.8726
TEST_0049,447.01215
TEST_0050,525.59247
TEST_0051,629.4651
TEST_0052,416.1752
TEST_0053,447.8595
TEST_0054,371.00507
TEST_0055,154.11801
TEST_0056,728.6701
TEST_0057,524.9782
TEST_0058,551.41046
TEST_0059,532.08496
TEST_0060,427.62827
TEST_0061,51.228424
TEST_0062,530.69653
TEST_0063,336.99866
TEST_0064,499.55103
TEST_0065,334.89752
TEST_0066,447.6847
TEST_0067,442.92227
TEST_0068,141.95673
TEST_0069,670.4294
TEST_0070,735.38275
TEST_0071,726.76715
TEST_0072,631.5297
TEST_0073,255.08119
TEST_0074,155.8108
TEST_0075,241.2964
TEST_0076,152.53871
TEST_0077,630.74133
TEST_0078,733.1788
TEST_0079,337.39017
TEST_0080,252.62372
TEST_0081,35.76937
TEST_0082,43.814964
TEST_0083,625.62695
TEST_0084,611.82544
TEST_0085,475.87115
TEST_0086,242.19147
TEST_0087,340.7347
TEST_0088,60.36068
TEST_0089,148.14445
TEST_0090,43.901215
TEST_0091,368.20178
TEST_0092,524.9824
TEST_0093,528.8182
TEST_0094,517.11383
TEST_0095,340.08667
TEST_0096,245.89719
TEST_0097,236.49097
TEST_0098,231.04604
TEST_0099,614.15436
TEST_0100,712.73236
TEST_0101,256.43924
TEST_0102,425.10468
TEST_0103,542.60333
TEST_0104,231.8113
TEST_0105,730.7987
TEST_0106,151.3507
TEST_0107,40.132088
TEST_0108,444.16223
TEST_0109,242.3638
TEST_0110,628.13763
TEST_0111,324.29208
TEST_0112,558.61694
TEST_0113,438.93765
TEST_0114,677.4957
TEST_0115,144.50612
TEST_0116,644.0769
TEST_0117,639.9029
TEST_0118,342.28146
TEST_0119,456.36737
TEST_0120,147.58911
TEST_0121,445.16895
TEST_0122,328.5033
TEST_0123,523.9165
TEST_0124,726.87164
TEST_0125,537.21814
TEST_0126,283.6351
TEST_0127,553.221
TEST_0128,527.17053
TEST_0129,347.5721
TEST_0130,45.342678
TEST_0131,231.99838
TEST_0132,452.3254
TEST_0133,340.63254
TEST_0134,124.920975
TEST_0135,241.2345
TEST_0136,727.82556
TEST_0137,276.1609
TEST_0138,146.05879
TEST_0139,531.1179
TEST_0140,738.54065
TEST_0141,735.6785
TEST_0142,234.80502
TEST_0143,439.063
TEST_0144,43.039074
TEST_0145,543.8528
TEST_0146,233.69948
TEST_0147,165.81548
TEST_0148,133.3229
TEST_0149,414.1129
TEST_0150,550.9848
TEST_0151,625.3153
TEST_0152,733.5616
TEST_0153,157.29416
TEST_0154,523.80975
TEST_0155,728.4287
TEST_0156,509.83423
TEST_0157,327.04425
TEST_0158,144.05939
TEST_0159,240.9327
TEST_0160,531.6904
TEST_0161,254.56102
TEST_0162,230.48512
TEST_0163,38.26216
TEST_0164,533.3658
TEST_0165,536.9738
TEST_0166,603.03076
TEST_0167,629.24194
TEST_0168,547.85547
TEST_0169,345.47546
TEST_0170,644.5306
TEST_0171,535.7381
TEST_0172,449.478
TEST_0173,241.50522
TEST_0174,724.5307
TEST_0175,142.34459
TEST_0176,252.26112
TEST_0177,355.48282
TEST_0178,152.487
TEST_0179,340.50473
TEST_0180,248.99757
TEST_0181,348.0614
TEST_0182,438.32788
TEST_0183,235.10052
TEST_0184,732.03625
TEST_0185,525.4487
TEST_0186,324.7305
TEST_0187,643.25
TEST_0188,619.89825
TEST_0189,241.28519
TEST_0190,640.09436
TEST_0191,154.42136
TEST_0192,347.5991
TEST_0193,633.8362
TEST_0194,628.19183
TEST_0195,728.90125
TEST_0196,250.4675
TEST_0197,140.2244
TEST_0198,237.33427
TEST_0199,36.34508
TEST_0200,153.55287
TEST_0201,337.98575
TEST_0202,243.36119
TEST_0203,144.58942
TEST_0204,445.3965
TEST_0205,341.41818
TEST_0206,39.260334
TEST_0207,325.75436
TEST_0208,257.25128
TEST_0209,448.34976
TEST_0210,443.76117
TEST_0211,162.91928
TEST_0212,243.26566
TEST_0213,553.6408
TEST_0214,330.11804
TEST_0215,38.888058
TEST_0216,732.5229
TEST_0217,144.09595
TEST_0218,447.19418
TEST_0219,432.88083
TEST_0220,158.19856
TEST_0221,335.5278
TEST_0222,548.5813
TEST_0223,246.24568
TEST_0224,532.62946
TEST_0225,437.4839
TEST_0226,528.27264
TEST_0227,47.681885
TEST_0228,629.7879
TEST_0229,361.86304
TEST_0230,431.38504
TEST_0231,618.05035
TEST_0232,434.80652
TEST_0233,154.12498
TEST_0234,363.88312
TEST_0235,432.2766
TEST_0236,430.02783
TEST_0237,345.01312
TEST_0238,130.45609
TEST_0239,634.219
TEST_0240,600.20386
TEST_0241,345.59885
TEST_0242,290.4384
TEST_0243,149.60535
TEST_0244,636.18646
TEST_0245,271.85706
TEST_0246,341.43103
TEST_0247,436.76083
TEST_0248,615.4319
TEST_0249,694.5583
TEST_0250,233.15054
TEST_0251,38.398193
TEST_0252,626.1768
TEST_0253,336.62524
TEST_0254,136.4457
TEST_0255,334.00275
TEST_0256,249.59059
TEST_0257,253.6327
TEST_0258,253.71738
TEST_0259,38.26269
TEST_0260,526.6026
TEST_0261,145.42099
TEST_0262,335.9564
TEST_0263,322.37445
TEST_0264,37.870277
TEST_0265,221.70271
TEST_0266,387.12463
TEST_0267,609.0194
TEST_0268,549.15485
TEST_0269,537.89636
TEST_0270,331.60904
TEST_0271,341.2301
TEST_0272,433.69016
TEST_0273,735.571
TEST_0274,43.692585
TEST_0275,34.660477
TEST_0276,335.19302
TEST_0277,44.35308
TEST_0278,237.68813
TEST_0279,37.184143
TEST_0280,553.71124
TEST_0281,244.38368
TEST_0282,38.13786
TEST_0283,137.46304
TEST_0284,689.691
TEST_0285,644.44403
TEST_0286,36.379017
TEST_0287,659.7341
TEST_0288,539.5088
TEST_0289,334.44907
TEST_0290,541.67523
TEST_0291,235.31746
TEST_0292,714.69543
TEST_0293,610.89734
TEST_0294,429.64368
TEST_0295,453.27405
TEST_0296,634.664
TEST_0297,225.8164
TEST_0298,186.6016
TEST_0299,242.16872
TEST_0300,233.07437
TEST_0301,737.2177
TEST_0302,159.54364
TEST_0303,439.1055
TEST_0304,492.78616
TEST_0305,441.93768
TEST_0306,107.52587
TEST_0307,547.18463
TEST_0308,729.2201
TEST_0309,258.82187
TEST_0310,39.722683
TEST_0311,611.4486
TEST_0312,434.6828
