ID,착과량(int)
TEST_0000,249.02929395002107
TEST_0001,741.9379480901209
TEST_0002,140.89771431683428
TEST_0003,442.7626449398231
TEST_0004,697.7998184347714
TEST_0005,298.50653613606437
TEST_0006,77.3904123384037
TEST_0007,24.871396739593763
TEST_0008,354.02165959430056
TEST_0009,223.90880593175416
TEST_0010,570.7111832088603
TEST_0011,753.1036531413431
TEST_0012,448.34701400822286
TEST_0013,387.0164915487485
TEST_0014,55.6721060506315
TEST_0015,144.20846637072344
TEST_0016,466.52583778684567
TEST_0017,406.07797125203535
TEST_0018,251.89239567157205
TEST_0019,577.1784090165161
TEST_0020,239.8035672557149
TEST_0021,351.026373784765
TEST_0022,438.1203888398186
TEST_0023,241.2744164388265
TEST_0024,174.66162084970475
TEST_0025,630.8989992736052
TEST_0026,163.4163635517551
TEST_0027,759.4863581081923
TEST_0028,630.7287066541969
TEST_0029,456.977761871119
TEST_0030,24.519991047208503
TEST_0031,577.5650278041674
TEST_0032,663.5449203636992
TEST_0033,542.2658102122341
TEST_0034,553.6283161556805
TEST_0035,344.02420342463535
TEST_0036,235.28247100411963
TEST_0037,663.0613102260216
TEST_0038,26.521070660753242
TEST_0039,440.966278159444
TEST_0040,375.9338563714191
TEST_0041,144.8173420026265
TEST_0042,734.3460249842354
TEST_0043,74.89134942081495
TEST_0044,589.4050111773296
TEST_0045,345.44166136328255
TEST_0046,749.3025181958333
TEST_0047,487.71310766545224
TEST_0048,362.2842840931415
TEST_0049,463.2300464722963
TEST_0050,555.25569781141
TEST_0051,653.1820065163535
TEST_0052,409.864130884037
TEST_0053,467.75956312237787
TEST_0054,371.9140253878424
TEST_0055,162.23314110558243
TEST_0056,762.4166744791165
TEST_0057,535.5424612260126
TEST_0058,577.8143325974214
TEST_0059,542.848557927035
TEST_0060,450.79243218995566
TEST_0061,61.08263988186884
TEST_0062,564.9904383012812
TEST_0063,353.23178405102374
TEST_0064,507.15190538235356
TEST_0065,353.9770746621411
TEST_0066,445.56716786008
TEST_0067,451.77005758781445
TEST_0068,143.42158345610144
TEST_0069,679.1860667828848
TEST_0070,768.699525031556
TEST_0071,744.5594196375504
TEST_0072,664.0946904715643
TEST_0073,259.48729686735123
TEST_0074,142.27657625580954
TEST_0075,256.5941141706897
TEST_0076,156.22217113645883
TEST_0077,650.777124731603
TEST_0078,751.1052998695902
TEST_0079,341.59441149338295
TEST_0080,252.6899206908066
TEST_0081,58.11673505120451
TEST_0082,55.28154497418152
TEST_0083,641.3809033965354
TEST_0084,628.8967492456012
TEST_0085,495.23963007752144
TEST_0086,242.20030195507303
TEST_0087,336.57198332188887
TEST_0088,48.334298642861235
TEST_0089,125.93004608693205
TEST_0090,29.38183376378521
TEST_0091,385.3158232045721
TEST_0092,549.989401830683
TEST_0093,556.4033076881677
TEST_0094,554.7607747376668
TEST_0095,358.9897751606029
TEST_0096,233.3395515430104
TEST_0097,262.3197722785703
TEST_0098,234.9217339183184
TEST_0099,636.5207897487377
TEST_0100,684.6376182912952
TEST_0101,264.0494616891563
TEST_0102,455.8768084302928
TEST_0103,557.0906922686762
TEST_0104,199.9106927211109
TEST_0105,757.7912764086337
TEST_0106,146.6408896916871
TEST_0107,68.26731550746265
TEST_0108,446.80469332812885
